266.0,34.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,47.0,0.0,1.0,3.0,0.0,2.0,0.0,4.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,16.0,8.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,67.0,26.0,1247.0,4.0,104.0,71.0,7.0,3.0,7.0,0.0,12.0,55.0,55.0,6.0,2.0,2.0,16.0,20.0,0.0,10.0,2.0,24.0,15.0,2.0,5.0,90.0,0.0,4.0,0.0,37.0,6.0,4.0,2.0,0.0,9.0,3.0,0.0,0.0,2.0,1.0,8.0,2.0,11.0,56.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,6.0,4.0,45.0,0.0,2.0,6.0,0.0,3.0,17.0,17.0,3.0,4.0,2.0,2.0,24.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,23.0,5.0,5.0,1.0,3.0,33.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,20.0,3.0,0.0,6.0,0.0,183.0,4.0,24.0,8.0,5.0,4.0,1.0,2.0,8.0,0.0,1.0,10.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,5.0,7.0,3.0,354.0,11.0,25.0,73.0,5.0,201.0,0.0,57.0,16.0,22.0,253.0,4.0,0.0,0.0,3.0,0.0,204.0,8.0,0.0,21.0,0.0,0.0,29.0,8.0,29.0,7.0,0.0,21.0,8.0,11.0,9.0,4.0,6.0,9.0,6.0,9.0,3.0,2.0,19.0,8.0,20.0,0.0,2.0,3.0,2.0,0.0,4.0,4.0
20.0,0.0,0.0,4.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,6.0,0.0,55.0,0.0,391.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,23.0,2.0,0.0,10.0,11.0,0.0,2.0,0.0,5.0,2.0,2.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,13.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,26.0,0.0,0.0,18.0,0.0,10.0,11.0,15.0,32.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,31.0,0.0,37.0,0.0,20.0,801.0,27.0,2.0,4.0,0.0,21.0,21.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,25.0,0.0,58.0,11.0,0.0,0.0,15.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,16.0,0.0,0.0,11.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,53.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,10.0,8.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,7.0,91.0,40.0,5.0,21.0,0.0,54.0,0.0,15.0,20.0,51.0,121.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,38.0,1.0,0.0,79.0,18.0,83.0,8.0,4.0,46.0,0.0,10.0,9.0,0.0,6.0,20.0,3.0,9.0,0.0,1.0,0.0,17.0,10.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0
13.0,12.0,0.0,23.0,1.0,6.0,38.0,215.0,4.0,2.0,0.0,2.0,7.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,2.0,57.0,26.0,2.0,4.0,35.0,0.0,3.0,0.0,16.0,7.0,3.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,22.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,12.0,6.0,5.0,2.0,4.0,0.0,2.0,19.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,19.0,8.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,34.0,4.0,16.0,1.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,51.0,4.0,6.0,1.0,16.0,5.0,0.0,2.0,7.0,7.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,1.0,6.0,4.0,7.0,105.0,3.0,1.0,20.0,5.0,6.0,1.0,13.0,10.0,73.0,74.0,4.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,30.0,0.0,0.0,80.0,21.0,70.0,13.0,0.0,55.0,6.0,10.0,7.0,3.0,5.0,27.0,7.0,7.0,2.0,3.0,0.0,7.0,9.0,0.0,2.0,5.0,3.0,2.0,5.0,4.0
6.0,15.0,0.0,4.0,0.0,0.0,5.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,87.0,0.0,0.0,17.0,0.0,30.0,0.0,3.0,1.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,22.0,0.0,0.0,9.0,25.0,13.0,21.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,3.0,1.0,0.0,0.0,7.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0
