30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,1701.0,6.0,15.0,102.0,40.0,6.0,19.0,9.0,86.0,1.0,8.0
0.0,8.0,34.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,71.0,1.0,1.0,400.0,7.0,8.0,7.0,0.0,6.0,0.0,2.0
0.0,28.0,0.0,0.0,27.0,310.0,3.0,21.0,1.0,20.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,22.0,0.0,0.0
0.0,17.0,0.0,1.0,7.0,26.0,2.0,173.0,0.0,4.0,0.0,4.0
0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,7.0
0.0,57.0,0.0,0.0,3.0,9.0,4.0,7.0,1.0,389.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
0.0,15.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,12.0,0.0,111.0
