246.0,35.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,45.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1.0,2.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,86.0,32.0,1347.0,4.0,108.0,53.0,7.0,8.0,0.0,8.0,68.0,72.0,9.0,2.0,2.0,16.0,0.0,0.0,11.0,2.0,21.0,15.0,2.0,4.0,95.0,0.0,4.0,0.0,41.0,15.0,4.0,2.0,0.0,7.0,4.0,0.0,2.0,1.0,11.0,0.0,7.0,40.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,5.0,8.0,4.0,67.0,0.0,2.0,6.0,1.0,2.0,15.0,16.0,3.0,3.0,2.0,2.0,18.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,24.0,2.0,12.0,2.0,5.0,33.0,0.0,1.0,1.0,3.0,38.0,0.0,0.0,7.0,18.0,7.0,0.0,127.0,4.0,17.0,7.0,5.0,5.0,1.0,2.0,7.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,1.0,30.0,7.0,2.0,634.0,5.0,29.0,6.0,43.0,16.0,18.0,298.0,0.0,0.0,0.0,195.0,7.0,0.0,20.0,0.0,0.0,24.0,24.0,18.0,6.0,0.0,20.0,6.0,7.0,5.0,3.0,6.0,10.0,4.0,5.0,2.0,2.0,10.0,7.0,13.0,0.0,2.0,9.0,3.0,1.0,5.0,76.0
18.0,0.0,0.0,4.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,11.0,0.0,56.0,0.0,383.0,12.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,10.0,11.0,0.0,2.0,0.0,5.0,2.0,2.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,18.0,0.0,1.0,3.0,0.0,7.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,48.0,0.0,28.0,0.0,10.0,11.0,9.0,41.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,13.0,3.0,6.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
26.0,28.0,0.0,31.0,0.0,20.0,691.0,28.0,3.0,0.0,12.0,21.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,49.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,34.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,9.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,47.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,4.0,0.0,6.0,152.0,29.0,6.0,0.0,8.0,0.0,34.0,112.0,0.0,0.0,0.0,62.0,0.0,0.0,30.0,1.0,0.0,53.0,11.0,47.0,1.0,4.0,41.0,0.0,8.0,8.0,0.0,1.0,16.0,1.0,8.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0
12.0,16.0,0.0,24.0,1.0,6.0,36.0,205.0,1.0,0.0,2.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0,48.0,25.0,2.0,4.0,34.0,0.0,2.0,0.0,16.0,7.0,2.0,0.0,0.0,37.0,5.0,0.0,0.0,0.0,6.0,0.0,2.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,12.0,6.0,3.0,2.0,5.0,0.0,2.0,17.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,18.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,2.0,17.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,45.0,4.0,6.0,1.0,14.0,5.0,0.0,2.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,1.0,11.0,4.0,6.0,143.0,0.0,1.0,5.0,9.0,4.0,60.0,73.0,0.0,0.0,0.0,64.0,2.0,0.0,22.0,0.0,0.0,48.0,12.0,32.0,6.0,0.0,50.0,6.0,8.0,6.0,3.0,0.0,21.0,2.0,6.0,2.0,2.0,0.0,7.0,9.0,0.0,2.0,5.0,3.0,1.0,5.0,26.0
9.0,18.0,0.0,14.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,10.0,143.0,1.0,0.0,0.0,1.0,1.0,10.0,44.0,0.0,0.0,0.0,38.0,0.0,0.0,27.0,0.0,0.0,15.0,25.0,11.0,21.0,6.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,3.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,110.0
0.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
