267.0,34.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,47.0,1.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,18.0,9.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0,73.0,26.0,1291.0,4.0,113.0,72.0,5.0,3.0,6.0,2.0,12.0,56.0,62.0,7.0,2.0,2.0,17.0,4.0,0.0,8.0,1.0,36.0,17.0,1.0,8.0,63.0,0.0,3.0,0.0,25.0,8.0,3.0,2.0,0.0,7.0,2.0,0.0,0.0,1.0,2.0,1.0,8.0,4.0,9.0,56.0,0.0,13.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,21.0,4.0,42.0,0.0,1.0,3.0,1.0,3.0,20.0,18.0,3.0,4.0,2.0,1.0,20.0,0.0,2.0,1.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,3.0,4.0,1.0,5.0,30.0,1.0,0.0,7.0,1.0,6.0,0.0,1.0,0.0,18.0,3.0,1.0,6.0,0.0,190.0,2.0,28.0,7.0,1.0,1.0,3.0,2.0,1.0,1.0,7.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,5.0,5.0,5.0,321.0,0.0,13.0,23.0,79.0,3.0,160.0,3.0,60.0,41.0,21.0,286.0,2.0,0.0,0.0,3.0,0.0,227.0,7.0,0.0,19.0,0.0,0.0,24.0,4.0,30.0,4.0,0.0,11.0,5.0,10.0,9.0,3.0,6.0,6.0,4.0,9.0,2.0,2.0,19.0,0.0,7.0,20.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0
20.0,0.0,0.0,4.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,39.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,7.0,0.0,51.0,0.0,469.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,10.0,6.0,0.0,2.0,0.0,5.0,2.0,2.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,0.0,5.0,0.0,2.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,13.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,36.0,6.0,0.0,38.0,0.0,3.0,11.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58.0,40.0,0.0,33.0,0.0,19.0,899.0,28.0,2.0,3.0,0.0,21.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,49.0,11.0,0.0,0.0,49.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,19.0,0.0,0.0,12.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,50.0,0.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,6.0,73.0,0.0,44.0,5.0,18.0,0.0,51.0,0.0,13.0,26.0,46.0,137.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,36.0,1.0,0.0,57.0,9.0,61.0,1.0,5.0,42.0,0.0,8.0,8.0,0.0,1.0,16.0,1.0,8.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
13.0,12.0,0.0,26.0,1.0,6.0,39.0,217.0,3.0,1.0,0.0,2.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,2.0,48.0,29.0,2.0,4.0,40.0,0.0,2.0,0.0,16.0,6.0,2.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,22.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,12.0,6.0,5.0,2.0,5.0,0.0,2.0,19.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,20.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,4.0,16.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,44.0,4.0,6.0,1.0,3.0,3.0,20.0,5.0,0.0,2.0,7.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,1.0,6.0,4.0,6.0,86.0,0.0,2.0,1.0,18.0,5.0,6.0,1.0,11.0,19.0,68.0,84.0,4.0,0.0,0.0,0.0,0.0,56.0,3.0,0.0,23.0,0.0,0.0,58.0,12.0,48.0,6.0,0.0,50.0,6.0,8.0,6.0,3.0,0.0,22.0,5.0,6.0,2.0,2.0,0.0,0.0,7.0,9.0,0.0,2.0,4.0,3.0,2.0,5.0,2.0
6.0,16.0,0.0,5.0,0.0,0.0,5.0,0.0,159.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,15.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,155.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,84.0,0.0,0.0,0.0,16.0,0.0,28.0,0.0,3.0,0.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,18.0,0.0,0.0,9.0,25.0,13.0,21.0,9.0,5.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0
