241.0,35.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,44.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,87.0,26.0,1305.0,2.0,105.0,53.0,4.0,7.0,0.0,8.0,68.0,68.0,7.0,2.0,2.0,16.0,0.0,0.0,10.0,2.0,12.0,14.0,2.0,4.0,87.0,0.0,3.0,0.0,37.0,14.0,3.0,2.0,0.0,7.0,4.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0,13.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,7.0,4.0,64.0,0.0,2.0,6.0,0.0,2.0,15.0,16.0,3.0,3.0,2.0,2.0,15.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,21.0,2.0,11.0,1.0,2.0,28.0,0.0,0.0,1.0,2.0,17.0,0.0,0.0,6.0,15.0,7.0,0.0,148.0,4.0,18.0,7.0,4.0,4.0,1.0,2.0,7.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,28.0,7.0,3.0,707.0,2.0,5.0,29.0,5.0,42.0,15.0,14.0,301.0,0.0,0.0,0.0,218.0,8.0,0.0,17.0,0.0,0.0,26.0,6.0,27.0,6.0,0.0,20.0,6.0,13.0,11.0,2.0,3.0,7.0,3.0,11.0,2.0,2.0,17.0,7.0,21.0,0.0,2.0,4.0,2.0,0.0,4.0,64.0
18.0,0.0,0.0,4.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,11.0,0.0,56.0,0.0,392.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,10.0,11.0,0.0,2.0,0.0,5.0,2.0,2.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,18.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,48.0,0.0,0.0,28.0,0.0,10.0,11.0,13.0,41.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
30.0,26.0,0.0,35.0,0.0,20.0,733.0,28.0,3.0,0.0,12.0,26.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,49.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,34.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,48.0,0.0,5.0,4.0,11.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,4.0,0.0,6.0,158.0,0.0,34.0,5.0,0.0,8.0,20.0,38.0,120.0,0.0,0.0,0.0,71.0,0.0,0.0,30.0,1.0,0.0,51.0,9.0,47.0,1.0,4.0,41.0,0.0,8.0,8.0,0.0,1.0,16.0,1.0,8.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0
12.0,16.0,0.0,24.0,1.0,6.0,38.0,206.0,1.0,0.0,2.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0,48.0,25.0,2.0,4.0,34.0,0.0,2.0,0.0,16.0,7.0,2.0,0.0,0.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,12.0,6.0,3.0,2.0,5.0,0.0,2.0,17.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,18.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,2.0,17.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,48.0,4.0,6.0,1.0,14.0,5.0,0.0,2.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,1.0,11.0,4.0,6.0,137.0,0.0,0.0,1.0,5.0,11.0,10.0,58.0,76.0,0.0,0.0,0.0,63.0,2.0,0.0,22.0,0.0,0.0,48.0,12.0,32.0,6.0,0.0,50.0,6.0,8.0,6.0,3.0,0.0,21.0,3.0,6.0,2.0,2.0,0.0,7.0,9.0,0.0,2.0,5.0,3.0,1.0,5.0,26.0
9.0,18.0,0.0,13.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,10.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,45.0,0.0,0.0,0.0,22.0,0.0,0.0,26.0,0.0,0.0,9.0,24.0,8.0,21.0,6.0,4.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,3.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,110.0
0.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
