30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,1659.0,6.0,15.0,98.0,49.0,6.0,15.0,7.0,82.0,1.0,8.0
0.0,8.0,39.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,76.0,0.0,1.0,405.0,9.0,9.0,8.0,0.0,0.0,0.0,2.0
0.0,33.0,0.0,0.0,25.0,331.0,0.0,21.0,1.0,16.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
0.0,17.0,0.0,1.0,6.0,34.0,2.0,177.0,0.0,4.0,0.0,4.0
0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,4.0,0.0,7.0
0.0,57.0,0.0,0.0,3.0,14.0,3.0,7.0,1.0,392.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
0.0,16.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,12.0,0.0,113.0
