28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,1643.0,6.0,15.0,83.0,42.0,3.0,15.0,9.0,90.0,1.0,8.0
0.0,7.0,35.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,50.0,1.0,1.0,337.0,7.0,0.0,1.0,0.0,5.0,0.0,2.0
0.0,32.0,0.0,0.0,19.0,307.0,0.0,21.0,1.0,18.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,22.0,0.0,0.0
2.0,17.0,0.0,1.0,4.0,26.0,2.0,166.0,0.0,4.0,0.0,4.0
0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,151.0,4.0,0.0,7.0
0.0,45.0,1.0,0.0,2.0,8.0,4.0,7.0,1.0,395.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
0.0,15.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,10.0,0.0,105.0
