255.0,34.0,0.0,18.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,13.0,47.0,1.0,3.0,0.0,4.0,0.0,8.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,12.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,13.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,101.0,29.0,1662.0,4.0,16.0,100.0,39.0,10.0,8.0,17.0,86.0,68.0,4.0,2.0,1.0,0.0,11.0,14.0,24.0,2.0,4.0,100.0,2.0,1.0,0.0,41.0,9.0,3.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,10.0,14.0,35.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,6.0,4.0,0.0,2.0,6.0,23.0,14.0,2.0,34.0,0.0,0.0,29.0,3.0,0.0,2.0,0.0,0.0,14.0,24.0,2.0,8.0,7.0,46.0,1.0,5.0,3.0,42.0,0.0,0.0,13.0,21.0,10.0,0.0,74.0,4.0,20.0,0.0,7.0,5.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,1.0,26.0,7.0,1.0,755.0,5.0,31.0,3.0,14.0,11.0,323.0,0.0,0.0,0.0,210.0,6.0,0.0,25.0,0.0,0.0,37.0,27.0,10.0,27.0,0.0,0.0,16.0,6.0,4.0,2.0,3.0,3.0,9.0,3.0,2.0,2.0,2.0,1.0,8.0,6.0,0.0,2.0,8.0,3.0,1.0,5.0,43.0
17.0,0.0,0.0,5.0,34.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,1.0,0.0,7.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,0.0,52.0,0.0,1.0,394.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,10.0,13.0,0.0,2.0,0.0,5.0,2.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,11.0,1.0,0.0,13.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,19.0,1.0,3.0,0.0,8.0,0.0,2.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,79.0,0.0,27.0,0.0,8.0,9.0,39.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,17.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
13.0,9.0,0.0,23.0,0.0,0.0,16.0,307.0,28.0,3.0,1.0,21.0,3.0,0.0,0.0,4.0,0.0,18.0,49.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,37.0,3.0,2.0,0.0,0.0,4.0,1.0,28.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,19.0,0.0,6.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,6.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,6.0,119.0,12.0,1.0,0.0,0.0,33.0,63.0,0.0,0.0,0.0,42.0,0.0,8.0,36.0,1.0,0.0,50.0,12.0,44.0,3.0,0.0,3.0,46.0,0.0,8.0,8.0,0.0,1.0,16.0,1.0,8.0,6.0,1.0,0.0,13.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
11.0,13.0,0.0,19.0,0.0,1.0,5.0,42.0,191.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,24.0,48.0,21.0,2.0,4.0,36.0,0.0,0.0,0.0,13.0,6.0,2.0,0.0,0.0,40.0,5.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,2.0,2.0,0.0,2.0,16.0,8.0,4.0,2.0,15.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,31.0,2.0,10.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,46.0,4.0,5.0,0.0,6.0,4.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,12.0,4.0,6.0,144.0,0.0,0.0,2.0,3.0,55.0,70.0,0.0,0.0,0.0,60.0,0.0,6.0,27.0,0.0,0.0,42.0,12.0,30.0,6.0,0.0,0.0,52.0,6.0,8.0,6.0,2.0,0.0,18.0,2.0,6.0,8.0,2.0,0.0,7.0,7.0,0.0,2.0,0.0,2.0,0.0,4.0,22.0
9.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,10.0,113.0,1.0,0.0,0.0,1.0,21.0,43.0,0.0,0.0,0.0,54.0,0.0,1.0,23.0,0.0,0.0,9.0,26.0,8.0,12.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,1.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
