253.0,37.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,47.0,0.0,1.0,3.0,0.0,4.0,0.0,5.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,55.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1.0,11.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,95.0,32.0,1357.0,4.0,98.0,46.0,11.0,7.0,14.0,68.0,68.0,4.0,2.0,1.0,16.0,0.0,0.0,11.0,2.0,19.0,18.0,2.0,4.0,92.0,0.0,4.0,0.0,41.0,9.0,4.0,2.0,0.0,7.0,4.0,0.0,2.0,1.0,11.0,10.0,36.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,6.0,4.0,56.0,0.0,2.0,6.0,1.0,0.0,13.0,14.0,3.0,3.0,2.0,2.0,16.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,14.0,24.0,2.0,8.0,2.0,5.0,33.0,0.0,1.0,1.0,3.0,36.0,0.0,0.0,10.0,18.0,8.0,0.0,75.0,4.0,17.0,7.0,7.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,27.0,7.0,1.0,676.0,5.0,30.0,5.0,40.0,10.0,18.0,302.0,0.0,0.0,0.0,171.0,8.0,0.0,20.0,0.0,0.0,37.0,24.0,11.0,24.0,0.0,18.0,6.0,4.0,2.0,3.0,6.0,10.0,4.0,2.0,2.0,2.0,0.0,7.0,6.0,0.0,2.0,9.0,3.0,1.0,5.0,58.0
17.0,0.0,0.0,2.0,33.0,24.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,11.0,0.0,51.0,0.0,386.0,9.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,10.0,12.0,0.0,2.0,0.0,5.0,2.0,2.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,18.0,0.0,1.0,3.0,0.0,6.0,0.0,2.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,60.0,0.0,29.0,0.0,10.0,10.0,9.0,39.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,6.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
13.0,23.0,0.0,30.0,0.0,19.0,536.0,28.0,3.0,12.0,23.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,49.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,37.0,3.0,2.0,0.0,0.0,4.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,47.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,4.0,0.0,6.0,146.0,27.0,4.0,0.0,7.0,0.0,34.0,86.0,0.0,0.0,0.0,55.0,0.0,0.0,36.0,1.0,0.0,53.0,12.0,47.0,3.0,4.0,46.0,0.0,8.0,8.0,0.0,1.0,16.0,1.0,8.0,6.0,1.0,0.0,14.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0
13.0,15.0,0.0,24.0,1.0,5.0,45.0,179.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0,48.0,24.0,2.0,4.0,34.0,0.0,2.0,0.0,16.0,7.0,2.0,0.0,0.0,40.0,5.0,0.0,0.0,0.0,6.0,2.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,12.0,6.0,3.0,2.0,0.0,0.0,2.0,17.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,18.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,34.0,2.0,15.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,51.0,4.0,6.0,1.0,7.0,5.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,1.0,15.0,4.0,6.0,147.0,0.0,1.0,5.0,5.0,3.0,58.0,75.0,0.0,0.0,0.0,66.0,2.0,0.0,31.0,0.0,0.0,44.0,12.0,30.0,6.0,0.0,54.0,6.0,8.0,6.0,3.0,0.0,20.0,2.0,6.0,10.0,2.0,0.0,7.0,9.0,0.0,2.0,5.0,3.0,1.0,5.0,24.0
8.0,17.0,0.0,14.0,0.0,0.0,0.0,0.0,147.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,10.0,109.0,1.0,0.0,0.0,1.0,1.0,10.0,41.0,0.0,0.0,0.0,35.0,0.0,0.0,25.0,0.0,0.0,9.0,25.0,8.0,11.0,6.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,1.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,90.0
0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
