236.0,34.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,44.0,0.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,16.0,8.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,69.0,26.0,1226.0,4.0,98.0,60.0,7.0,3.0,6.0,1.0,13.0,79.0,48.0,12.0,2.0,2.0,16.0,0.0,0.0,10.0,2.0,21.0,12.0,2.0,4.0,83.0,0.0,4.0,0.0,32.0,7.0,4.0,2.0,0.0,9.0,4.0,0.0,0.0,2.0,1.0,8.0,2.0,9.0,44.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,6.0,4.0,45.0,0.0,2.0,6.0,0.0,3.0,16.0,17.0,3.0,3.0,2.0,2.0,23.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,22.0,5.0,5.0,1.0,3.0,31.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,6.0,18.0,3.0,0.0,170.0,4.0,24.0,8.0,4.0,4.0,1.0,2.0,8.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,5.0,6.0,3.0,352.0,2.0,11.0,30.0,71.0,5.0,204.0,0.0,51.0,16.0,20.0,251.0,4.0,0.0,0.0,0.0,0.0,175.0,8.0,0.0,20.0,0.0,0.0,28.0,6.0,28.0,6.0,0.0,20.0,6.0,11.0,9.0,4.0,6.0,8.0,6.0,9.0,2.0,2.0,19.0,8.0,18.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0
20.0,0.0,0.0,4.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,7.0,0.0,55.0,0.0,390.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,10.0,11.0,0.0,2.0,0.0,5.0,2.0,2.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,13.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,28.0,0.0,0.0,18.0,0.0,10.0,11.0,15.0,32.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
52.0,27.0,0.0,34.0,0.0,20.0,795.0,28.0,2.0,3.0,0.0,12.0,21.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,0.0,49.0,12.0,0.0,0.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,12.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,47.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,6.0,93.0,0.0,41.0,5.0,20.0,0.0,57.0,0.0,13.0,20.0,46.0,117.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,30.0,1.0,0.0,57.0,9.0,61.0,1.0,4.0,41.0,0.0,8.0,8.0,0.0,1.0,16.0,1.0,8.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
12.0,13.0,0.0,20.0,1.0,6.0,39.0,219.0,3.0,1.0,0.0,2.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,2.0,49.0,25.0,2.0,4.0,37.0,0.0,2.0,0.0,16.0,7.0,2.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,21.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,12.0,6.0,3.0,2.0,5.0,0.0,2.0,20.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,20.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,4.0,16.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,46.0,4.0,6.0,1.0,14.0,5.0,0.0,2.0,7.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,1.0,7.0,4.0,6.0,105.0,0.0,2.0,1.0,25.0,5.0,6.0,1.0,11.0,10.0,68.0,77.0,4.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,22.0,0.0,0.0,57.0,12.0,47.0,6.0,0.0,50.0,6.0,8.0,6.0,3.0,0.0,23.0,5.0,6.0,2.0,2.0,0.0,7.0,9.0,0.0,2.0,4.0,3.0,2.0,5.0,2.0
6.0,15.0,0.0,4.0,0.0,0.0,5.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,16.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,92.0,0.0,1.0,0.0,22.0,0.0,30.0,0.0,3.0,1.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,16.0,0.0,0.0,9.0,25.0,13.0,21.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,3.0,1.0,0.0,0.0,7.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0
