30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,1651.0,6.0,15.0,104.0,49.0,6.0,15.0,8.0,83.0,1.0,8.0
0.0,8.0,38.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,73.0,0.0,1.0,404.0,8.0,9.0,8.0,0.0,0.0,0.0,2.0
0.0,32.0,0.0,0.0,25.0,327.0,0.0,21.0,1.0,16.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
0.0,17.0,0.0,1.0,6.0,34.0,2.0,172.0,0.0,4.0,0.0,4.0
0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,4.0,0.0,7.0
0.0,58.0,0.0,0.0,3.0,14.0,3.0,7.0,1.0,395.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
0.0,16.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,12.0,0.0,112.0
