250.0,35.0,0.0,10.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,45.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,12.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1.0,11.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,91.0,32.0,1376.0,7.0,16.0,109.0,48.0,12.0,8.0,14.0,74.0,67.0,5.0,2.0,0.0,0.0,9.0,2.0,14.0,18.0,2.0,4.0,100.0,0.0,3.0,0.0,42.0,9.0,3.0,2.0,0.0,6.0,3.0,0.0,2.0,2.0,12.0,10.0,35.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,6.0,3.0,5.0,4.0,56.0,0.0,2.0,6.0,1.0,0.0,14.0,14.0,3.0,3.0,2.0,2.0,17.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,14.0,24.0,2.0,8.0,2.0,4.0,37.0,0.0,1.0,5.0,3.0,44.0,0.0,0.0,10.0,22.0,8.0,0.0,75.0,4.0,17.0,7.0,7.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,25.0,7.0,1.0,683.0,5.0,30.0,5.0,47.0,12.0,18.0,304.0,0.0,0.0,0.0,184.0,8.0,0.0,24.0,0.0,0.0,37.0,28.0,8.0,28.0,0.0,18.0,6.0,4.0,2.0,3.0,3.0,9.0,3.0,2.0,2.0,2.0,1.0,8.0,6.0,0.0,2.0,9.0,3.0,1.0,5.0,47.0
17.0,0.0,0.0,4.0,34.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,1.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,14.0,0.0,51.0,0.0,1.0,413.0,9.0,8.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,6.0,0.0,8.0,16.0,1.0,2.0,0.0,10.0,4.0,3.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,17.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,2.0,5.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,13.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,5.0,8.0,0.0,6.0,2.0,6.0,20.0,0.0,3.0,7.0,1.0,8.0,3.0,2.0,2.0,4.0,1.0,0.0,20.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,1.0,9.0,0.0,2.0,78.0,2.0,32.0,4.0,12.0,13.0,19.0,45.0,0.0,0.0,0.0,23.0,0.0,0.0,8.0,1.0,0.0,27.0,5.0,16.0,4.0,0.0,9.0,0.0,4.0,1.0,2.0,7.0,7.0,2.0,1.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,12.0,2.0,2.0,2.0,27.0
14.0,22.0,0.0,29.0,0.0,0.0,20.0,506.0,28.0,3.0,15.0,20.0,3.0,0.0,0.0,4.0,0.0,18.0,0.0,49.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,37.0,3.0,2.0,0.0,0.0,4.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,47.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,3.0,0.0,6.0,145.0,21.0,4.0,0.0,7.0,0.0,36.0,83.0,0.0,0.0,0.0,53.0,0.0,0.0,36.0,1.0,0.0,53.0,12.0,47.0,3.0,4.0,46.0,0.0,8.0,8.0,0.0,1.0,16.0,1.0,8.0,6.0,1.0,0.0,14.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
13.0,15.0,0.0,27.0,1.0,1.0,6.0,42.0,192.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,23.0,2.0,48.0,24.0,2.0,4.0,34.0,0.0,2.0,0.0,16.0,7.0,2.0,0.0,0.0,40.0,5.0,0.0,0.0,0.0,6.0,2.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,12.0,6.0,3.0,2.0,0.0,0.0,2.0,17.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,18.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,34.0,2.0,15.0,1.0,2.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,51.0,4.0,6.0,1.0,7.0,5.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,1.0,15.0,4.0,6.0,149.0,0.0,1.0,5.0,5.0,4.0,62.0,75.0,0.0,0.0,0.0,66.0,2.0,0.0,31.0,0.0,0.0,44.0,12.0,30.0,6.0,0.0,54.0,6.0,8.0,6.0,3.0,0.0,20.0,2.0,6.0,10.0,2.0,0.0,7.0,9.0,0.0,2.0,5.0,3.0,1.0,5.0,24.0
11.0,17.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,10.0,114.0,1.0,0.0,0.0,1.0,1.0,16.0,44.0,0.0,0.0,0.0,35.0,0.0,0.0,26.0,0.0,0.0,9.0,25.0,8.0,11.0,6.0,5.0,0.0,1.0,0.0,0.0,10.0,20.0,0.0,1.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,90.0
