28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,1664.0,6.0,11.0,101.0,41.0,3.0,17.0,10.0,87.0,1.0,8.0
0.0,9.0,34.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,46.0,1.0,1.0,375.0,8.0,0.0,1.0,0.0,5.0,0.0,2.0
0.0,33.0,0.0,0.0,27.0,322.0,0.0,21.0,1.0,20.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,22.0,0.0,0.0
0.0,19.0,0.0,1.0,6.0,26.0,2.0,169.0,0.0,4.0,0.0,4.0
0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,155.0,4.0,0.0,7.0
0.0,58.0,0.0,0.0,3.0,8.0,4.0,7.0,1.0,394.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
0.0,14.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,12.0,0.0,107.0
