33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,2.0,21.0,1.0,1.0,2.0,8.0,0.0,3.0,0.0,0.0,4.0,0.0,8.0,7.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0
1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,75.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,12.0,0.0,4.0,2.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,16.0,0.0,20.0,20.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0
2.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,8.0,0.0,85.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,31.0,2.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,18.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,23.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,0.0,7.0,7.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0
14.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,83.0,0.0,21.0,0.0,0.0,0.0,4.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,58.0,14.0,6.0,6.0,0.0,5.0,0.0,3.0,6.0,11.0,15.0,42.0,13.0,22.0,4.0,0.0,6.0,0.0,6.0,40.0,3.0,3.0,10.0,69.0,3.0,3.0,6.0,4.0,14.0,3.0,6.0,12.0,11.0,23.0,3.0,18.0,3.0,0.0,0.0,68.0,6.0,2.0,0.0,0.0,26.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,38.0,2.0,20.0,19.0,0.0,0.0,12.0,106.0,1.0,8.0,12.0,24.0,0.0,30.0,0.0,0.0,24.0,0.0,72.0,42.0,6.0,6.0,0.0,22.0,6.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,121.0,16.0,0.0,0.0,1.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,47.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,5.0,9.0,0.0,12.0,0.0,0.0,0.0,120.0,3.0,2.0,0.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,31.0,3.0,6.0,13.0,0.0,0.0,19.0,119.0,0.0,6.0,17.0,28.0,0.0,37.0,1.0,0.0,16.0,0.0,29.0,29.0,5.0,5.0,0.0,16.0,5.0,0.0,0.0
